Time (s),Main Avg Current (mA),Main Avg Power (mW),,
0.0302,202,847.1879,4.194,0.000169438
0.0304,201.5,844.9902,4.194,0.000169018
0.0306,197.5,828.3149,4.194,0.000165663
0.0308,181,759.0235,4.194,0.000151823
0.031,202.5,849.285,4.194,0.000169857
0.0312,203,851.382,4.194,0.000170276
0.0314,200,838.7,4.194,0.00016776
0.0316,180.5,756.9268,4.194,0.000151403
0.0318,199.5,836.6033,4.194,0.000167341
0.032,202.5,849.285,4.194,0.000169857
0.0322,201,842.8935,4.194,0.000168599
0.0324,180.5,756.9268,4.194,0.000151403
0.0326,198.5,832.509,4.194,0.000166502
0.0328,202.5,849.1838,4.194,0.000169857
0.033,202.5,849.4875,4.194,0.000169857
0.0332,183,767.502,4.194,0.0001535
0.0334,194.5,815.6357,4.194,0.000163147
0.0336,202,847.087,4.194,0.000169438
0.0338,202,847.39,4.194,0.000169438
0.034,185.5,777.9869,4.194,0.000155597
0.0342,193,809.3455,4.194,0.000161888
0.0344,222.5,933.0538,4.194,0.000186633
0.0346,225.5,945.6343,4.194,0.000189149
0.0348,210.5,882.7318,4.194,0.000176567
0.035,210,880.635,4.194,0.000176148
0.0352,224.5,941.4407,4.194,0.000188311
0.0354,224,939.4559,4.194,0.000187891
0.0356,214,897.409,4.194,0.000179503
0.0358,207.5,870.1512,4.194,0.000174051
0.036,227,952.038,4.194,0.000190408
0.0362,228,956.118,4.194,0.000191246
0.0364,220,922.57,4.194,0.000184536
0.0366,213,893.2155,4.194,0.000178664
0.0368,233.5,979.1823,4.194,0.00019586
0.037,228.5,958.2148,4.194,0.000191666
0.0372,224,939.4559,4.194,0.000187891
0.0374,206,863.655,4.194,0.000172793
0.0376,226,947.731,4.194,0.000189569
0.0378,231,968.6985,4.194,0.000193763
0.038,228,956.2319,4.194,0.000191246
0.0382,209,876.2325,4.194,0.000175309
0.0384,229,960.426,4.194,0.000192085
0.0386,231.5,970.7953,4.194,0.000194182
0.0388,230,964.6199,4.194,0.000192924
0.039,209.5,878.5383,4.194,0.000175729
0.0392,232.5,975.1049,4.194,0.000195021
0.0394,212.5,891.1188,4.194,0.000178245
0.0396,203,851.382,4.194,0.000170276
0.0398,182.5,765.405,4.194,0.000153081
0.04,194.5,815.733,4.194,0.000163147
0.0402,202.5,849.1838,4.194,0.000169857
0.0404,203,851.382,4.194,0.000170276
0.0406,185.5,777.9869,4.194,0.000155597
0.0408,192.5,807.2488,4.194,0.000161469
0.041,202.5,849.1838,4.194,0.000169857
0.0412,201.5,844.9902,4.194,0.000169018
0.0414,186,779.991,4.194,0.000156017
0.0416,187,784.278,4.194,0.000156856
0.0418,202.5,849.285,4.194,0.000169857
0.042,200,839.0001,4.194,0.00016776
0.0422,192,805.4401,4.194,0.00016105
0.0424,177.5,744.6125,4.194,0.000148887
0.0426,163.5,685.7189,4.194,0.000137144
0.0428,159,666.7665,4.194,0.000133369
0.043,159,666.7665,4.194,0.000133369
0.0432,169.5,710.7983,4.194,0.000142177
0.0434,203,851.2805,4.194,0.000170276
0.0436,204.5,857.5707,4.194,0.000171535
0.0438,202,847.39,4.194,0.000169438
0.044,180.5,756.7463,4.194,0.000151403
0.0442,198.5,832.4097,4.194,0.000166502
0.0444,203,851.2805,4.194,0.000170276
0.0446,206.5,866.2675,4.194,0.000173212
0.0448,184,771.604,4.194,0.000154339
0.045,200.5,840.7968,4.194,0.000168179
0.0452,203,851.2805,4.194,0.000170276
0.0454,202.5,849.1838,4.194,0.000169857
0.0456,185,775.89,4.194,0.000155178
0.0458,191.5,803.1509,4.194,0.00016063
0.046,203,851.2805,4.194,0.000170276
0.0462,205,859.6675,4.194,0.000171954
0.0464,189.5,794.7629,4.194,0.000158953
0.0466,189,792.5715,4.194,0.000158533
0.0468,202.5,849.1838,4.194,0.000169857
0.047,203,851.382,4.194,0.000170276
0.0472,191,800.9585,4.194,0.000160211
0.0474,186,779.991,4.194,0.000156017
0.0476,201.5,845.0909,4.194,0.000169018
0.0478,202.5,849.1838,4.194,0.000169857
0.048,194,813.6359,4.194,0.000162727
0.0482,183,767.4105,4.194,0.0001535
0.0484,203,851.382,4.194,0.000170276
0.0486,202,847.087,4.194,0.000169438
0.0488,197,826.1195,4.194,0.000165244
0.049,181.5,761.1202,4.194,0.000152242
0.0492,201.5,845.0909,4.194,0.000169018
0.0494,202.5,849.285,4.194,0.000169857
0.0496,198.5,832.4097,4.194,0.000166502
0.0498,180.5,756.7463,4.194,0.000151403
0.05,200.5,840.897,4.194,0.000168179
0.0502,202.5,849.285,4.194,0.000169857
0.0504,201,842.994,4.194,0.000168599
0.0506,182,763.035,4.194,0.000152662
0.0508,211.5,887.0309,4.194,0.000177406
0.051,226,947.505,4.194,0.000189569
0.0512,227,952.038,4.194,0.000190408
0.0514,204,855.27,4.194,0.000171115
0.0516,217.5,912.0862,4.194,0.000182439
0.0518,224.5,941.4407,4.194,0.000188311
0.052,224.5,941.4407,4.194,0.000188311
0.0522,206,863.861,4.194,0.000172793
0.0524,214.5,899.5057,4.194,0.000179923
0.0526,228.5,958.2148,4.194,0.000191666
0.0528,227.5,954.0212,4.194,0.000190827
0.053,215.5,903.6993,4.194,0.000180761
0.0532,220,922.57,4.194,0.000184536
0.0534,234,981.045,4.194,0.000196279
0.0536,228.5,958.2148,4.194,0.000191666
0.0538,217.5,912.1949,4.194,0.000182439
0.054,211.5,886.9252,4.194,0.000177406
0.0542,228.5,958.2148,4.194,0.000191666
0.0544,232,972.892,4.194,0.000194602
0.0546,222.5,933.0538,4.194,0.000186633
0.0548,212.5,891.1188,4.194,0.000178245
0.055,231,968.6985,4.194,0.000193763
0.0552,231.5,970.7953,4.194,0.000194182
0.0554,228.5,958.3289,4.194,0.000191666
0.0556,214,897.409,4.194,0.000179503
0.0558,233.5,978.9488,4.194,0.00019586
0.056,236.5,991.7628,4.194,0.000198376
0.0562,219,918.705,4.194,0.000183697
0.0564,192,805.152,4.194,0.00016105
0.0566,237,993.8595,4.194,0.000198796
0.0568,243,1019.142,4.194,0.000203828
0.057,239.5,1004.463,4.194,0.000200893
0.0572,227.5,953.7938,4.194,0.000190827
0.0574,240.5,1008.5367,4.194,0.000201731
0.0576,246.5,1033.6978,4.194,0.000206764
0.0578,233,977.202,4.194,0.00019544
0.058,211.5,886.9252,4.194,0.000177406
0.0582,236,989.666,4.194,0.000197957
0.0584,229,960.3115,4.194,0.000192085
0.0586,209,876.4415,4.194,0.000175309
0.0588,195.5,819.9269,4.194,0.000163985
0.059,183.5,769.5989,4.194,0.00015392
0.0592,169,708.7859,4.194,0.000141757
0.0594,167.5,702.4113,4.194,0.000140499
0.0596,168.5,706.6047,4.194,0.000141338
0.0598,190.5,798.8618,4.194,0.000159791
0.06,215,901.6025,4.194,0.000180342
0.0602,213,893.2155,4.194,0.000178664
0.0604,205,859.77,4.194,0.000171954
0.0606,191.5,803.0552,4.194,0.00016063
0.0608,217,909.7725,4.194,0.00018202
0.061,239.5,1004.3433,4.194,0.000200893
0.0612,239,1002.366,4.194,0.000200473
0.0614,225,943.5375,4.194,0.00018873
0.0616,252.5,1058.8588,4.194,0.000211797
0.0618,242.5,1016.9238,4.194,0.000203409
0.062,247.5,1038.0149,4.194,0.000207603
0.0622,214,897.409,4.194,0.000179503
0.0624,207,868.0545,4.194,0.000173632
0.0626,208,872.3519,4.194,0.00017447
0.0628,209.5,878.5383,4.194,0.000175729
0.063,186,779.991,4.194,0.000156017
0.0632,199,834.606,4.194,0.000166921
0.0634,205,859.6675,4.194,0.000171954
0.0636,205.5,862.0725,4.194,0.000172373
0.0638,186.5,782.3676,4.194,0.000156436
0.064,196.5,824.121,4.194,0.000164824
0.0642,205,859.6675,4.194,0.000171954
0.0644,205.5,861.7643,4.194,0.000172373
0.0646,190,796.86,4.194,0.000159372
0.0648,193.5,811.5389,4.194,0.000162308
0.065,204,855.5759,4.194,0.000171115
0.0652,205,859.77,4.194,0.000171954
0.0654,193,809.442,4.194,0.000161888
0.0656,189,792.5715,4.194,0.000158533
0.0658,205,859.6675,4.194,0.000171954
0.066,205,859.6675,4.194,0.000171954
0.0662,195.5,819.8293,4.194,0.000163985
0.0664,186.5,782.0878,4.194,0.000156436
0.0666,204,855.474,4.194,0.000171115
0.0668,204,855.474,4.194,0.000171115
0.067,198.5,832.509,4.194,0.000166502
0.0672,184.5,773.5163,4.194,0.000154759
0.0674,216.5,907.8928,4.194,0.0001816
0.0676,226.5,949.8278,4.194,0.000189988
0.0678,223.5,937.2473,4.194,0.000187472
0.068,205.5,861.7643,4.194,0.000172373
0.0682,225,943.5375,4.194,0.00018873
0.0684,226.5,949.9409,4.194,0.000189988
0.0686,224,939.344,4.194,0.000187891
0.0688,204.5,857.5707,4.194,0.000171535
0.069,224.5,941.4407,4.194,0.000188311
0.0692,231.5,970.9109,4.194,0.000194182
0.0694,227,952.265,4.194,0.000190408
0.0696,213.5,895.0988,4.194,0.000179084
0.0698,229,960.3115,4.194,0.000192085
0.07,233,977.0855,4.194,0.00019544
0.0702,231.5,970.7953,4.194,0.000194182
0.0704,211,884.8285,4.194,0.000176987
0.0706,223.5,937.3589,4.194,0.000187472
0.0708,231,968.814,4.194,0.000193763
0.071,234,981.3959,4.194,0.000196279
0.0712,217.5,912.0862,4.194,0.000182439
0.0714,221.5,928.8602,4.194,0.000185794
0.0716,233.5,979.1823,4.194,0.00019586
0.0718,234.5,983.3757,4.194,0.000196699
0.072,221,926.7635,4.194,0.000185375
0.0722,218.5,916.2798,4.194,0.000183278
0.0724,227,951.9245,4.194,0.000190408
0.0726,207.5,870.1512,4.194,0.000174051
0.0728,195,817.83,4.194,0.000163566
0.073,187,784.1845,4.194,0.000156856
0.0732,204,855.474,4.194,0.000171115
0.0734,205.5,861.7643,4.194,0.000172373
0.0736,198,830.4119,4.194,0.000166082
0.0738,185,775.6125,4.194,0.000155178
0.074,205.5,861.8669,4.194,0.000172373
0.0742,205.5,861.8669,4.194,0.000172373
0.0744,198.5,832.4097,4.194,0.000166502
0.0746,182,763.035,4.194,0.000152662
0.0748,201,842.8935,4.194,0.000168599
0.075,202,847.1879,4.194,0.000169438
0.0752,204.5,857.5707,4.194,0.000171535
0.0754,180,754.92,4.194,0.000150984
0.0756,172.5,723.465,4.194,0.000144693
0.0758,162,679.428,4.194,0.000135886
0.076,161,675.2339,4.194,0.000135047
0.0762,162,679.185,4.194,0.000135886
0.0764,195.5,819.8293,4.194,0.000163985
0.0766,208,872.3519,4.194,0.00017447
0.0768,206.5,865.9578,4.194,0.000173212
0.077,191.5,803.0552,4.194,0.00016063
0.0772,190,796.86,4.194,0.000159372
0.0774,205,859.6675,4.194,0.000171954
0.0776,208,872.04,4.194,0.00017447
0.0778,197.5,828.2162,4.194,0.000165663
0.078,189,792.5715,4.194,0.000158533
0.0782,207,868.0545,4.194,0.000173632
0.0784,205.5,861.7643,4.194,0.000172373
0.0786,198,830.313,4.194,0.000166082
0.0788,185,775.7975,4.194,0.000155178
0.079,205,859.6675,4.194,0.000171954
0.0792,206,863.861,4.194,0.000172793
0.0794,202.5,849.285,4.194,0.000169857
0.0796,183,767.4105,4.194,0.0001535
0.0798,204,855.474,4.194,0.000171115
0.08,204.5,857.5707,4.194,0.000171535
0.0802,202.5,849.285,4.194,0.000169857
0.0804,182.5,765.3138,4.194,0.000153081
0.0806,202.5,849.285,4.194,0.000169857
0.0808,205,859.77,4.194,0.000171954
0.081,204,855.78,4.194,0.000171115
0.0812,183.5,769.5073,4.194,0.00015392
0.0814,199.5,836.7029,4.194,0.000167341
0.0816,204.5,857.673,4.194,0.000171535
0.0818,205,859.975,4.194,0.000171954
0.082,186,779.991,4.194,0.000156017
0.0822,197,826.1195,4.194,0.000165244
0.0824,205,859.6675,4.194,0.000171954
0.0826,205.5,861.8669,4.194,0.000172373
0.0828,188,788.378,4.194,0.000157694
0.083,193,809.3455,4.194,0.000161888
0.0832,205.5,861.8669,4.194,0.000172373
0.0834,205,859.77,4.194,0.000171954
0.0836,191.5,803.0552,4.194,0.00016063
0.0838,191.5,802.8638,4.194,0.00016063
0.084,223,935.1505,4.194,0.000187052
0.0842,226.5,949.8278,4.194,0.000189988
0.0844,216,905.796,4.194,0.000181181
0.0846,209.5,878.5383,4.194,0.000175729
0.0848,226.5,949.8278,4.194,0.000189988
0.085,227,951.9245,4.194,0.000190408
0.0852,219.5,920.4733,4.194,0.000184117
0.0854,207.5,870.1512,4.194,0.000174051
0.0856,228.5,958.2148,4.194,0.000191666
0.0858,231.5,970.7953,4.194,0.000194182
0.086,224.5,941.4407,4.194,0.000188311
0.0862,214.5,899.5057,4.194,0.000179923
0.0864,234.5,983.3757,4.194,0.000196699
0.0866,233,977.202,4.194,0.00019544
0.0868,228.5,958.3289,4.194,0.000191666
0.087,208.5,874.3448,4.194,0.00017489
0.0872,228,955.89,4.194,0.000191246
0.0874,232.5,974.9888,4.194,0.000195021
0.0876,232.5,974.9888,4.194,0.000195021
0.0878,212,888.81,4.194,0.000177826
0.088,229,960.426,4.194,0.000192085
0.0882,234,981.279,4.194,0.000196279
0.0884,233.5,979.299,4.194,0.00019586
0.0886,214.5,899.5057,4.194,0.000179923
0.0888,226,947.731,4.194,0.000189569
0.089,235.5,987.5693,4.194,0.000197537
0.0892,221,926.874,4.194,0.000185375
0.0894,189,792.855,4.194,0.000158533
0.0896,194,813.539,4.194,0.000162727
0.0898,205.5,861.8669,4.194,0.000172373
0.09,205.5,861.7643,4.194,0.000172373
0.0902,191.5,803.1509,4.194,0.00016063
0.0904,191.5,803.1509,4.194,0.00016063
0.0906,206,863.9639,4.194,0.000172793
0.0908,204,855.474,4.194,0.000171115
0.091,192.5,807.2488,4.194,0.000161469
0.0912,186,779.991,4.194,0.000156017
0.0914,202,847.087,4.194,0.000169438
0.0916,202.5,849.1838,4.194,0.000169857
0.0918,196.5,824.121,4.194,0.000164824
0.092,181,759.114,4.194,0.000151823
0.0922,168,704.592,4.194,0.000140918
0.0924,161,675.1535,4.194,0.000135047
0.0926,161,675.2339,4.194,0.000135047
0.0928,168,704.34,4.194,0.000140918
0.093,204,855.474,4.194,0.000171115
0.0932,211.5,886.9252,4.194,0.000177406
0.0934,201.5,845.2925,4.194,0.000169018
0.0936,185.5,777.8943,4.194,0.000155597
0.0938,198,830.313,4.194,0.000166082
0.094,205,859.77,4.194,0.000171954
0.0942,209,876.7551,4.194,0.000175309
0.0944,189.5,794.7629,4.194,0.000158953
0.0946,197,826.218,4.194,0.000165244
0.0948,206,863.9639,4.194,0.000172793
0.095,205.5,861.8669,4.194,0.000172373
0.0952,191,800.9585,4.194,0.000160211
0.0954,191.5,803.0552,4.194,0.00016063
0.0956,206,863.861,4.194,0.000172793
0.0958,207.5,870.2549,4.194,0.000174051
0.096,195.5,819.8293,4.194,0.000163985
0.0962,188.5,790.4747,4.194,0.000158114
0.0964,205,859.6675,4.194,0.000171954
0.0966,206,863.861,4.194,0.000172793
0.0968,197,826.1195,4.194,0.000165244
0.097,185,775.6125,4.194,0.000155178
0.0972,204.5,857.5707,4.194,0.000171535
0.0974,205,859.6675,4.194,0.000171954
0.0976,199.5,836.7029,4.194,0.000167341
0.0978,183.5,769.3238,4.194,0.00015392
0.098,204,855.474,4.194,0.000171115
0.0982,205,859.6675,4.194,0.000171954
0.0984,201,842.994,4.194,0.000168599
0.0986,182,763.035,4.194,0.000152662
0.0988,202.5,849.1838,4.194,0.000169857
0.099,204.5,857.673,4.194,0.000171535
0.0992,203.5,853.6826,4.194,0.000170696
0.0994,183,767.4105,4.194,0.0001535
0.0996,201,842.8935,4.194,0.000168599
0.0998,205,859.6675,4.194,0.000171954
0.1,204,855.5759,4.194,0.000171115
0.1002,184.5,773.5163,4.194,0.000154759
0.1004,201.5,844.9902,4.194,0.000169018
0.1006,225.5,945.6343,4.194,0.000189149
0.1008,227.5,954.1349,4.194,0.000190827
0.101,209,876.4415,4.194,0.000175309
0.1012,216,906.1201,4.194,0.000181181
0.1014,226.5,949.8278,4.194,0.000189988
0.1016,226.5,949.9409,4.194,0.000189988
0.1018,212,889.022,4.194,0.000177826
0.102,212,889.022,4.194,0.000177826
0.1022,230.5,966.6017,4.194,0.000193343
0.1024,230,964.6199,4.194,0.000192924
0.1026,220.5,924.6667,4.194,0.000184955
0.1028,220,922.57,4.194,0.000184536
0.103,237.5,995.9562,4.194,0.000199215
0.1032,231,968.814,4.194,0.000193763
0.1034,223,935.262,4.194,0.000187052
0.1036,211,884.8285,4.194,0.000176987
0.1038,231,968.6985,4.194,0.000193763
0.104,233.5,979.299,4.194,0.00019586
0.1042,228,956.2319,4.194,0.000191246
0.1044,212.5,891.1188,4.194,0.000178245
0.1046,232.5,975.1049,4.194,0.000195021
0.1048,234.5,983.3757,4.194,0.000196699
0.105,229,960.3115,4.194,0.000192085
0.1052,211.5,886.9252,4.194,0.000177406
0.1054,231.5,971.1425,4.194,0.000194182
0.1056,234.5,983.4929,4.194,0.000196699
0.1058,212.5,891.4376,4.194,0.000178245
0.106,183,767.2275,4.194,0.0001535
0.1062,200.5,840.7968,4.194,0.000168179
0.1064,205,859.6675,4.194,0.000171954
0.1066,206,863.9639,4.194,0.000172793
0.1068,184.5,773.7007,4.194,0.000154759
0.107,199.5,836.6033,4.194,0.000167341
0.1072,205.5,861.8669,4.194,0.000172373
0.1074,203.5,853.4789,4.194,0.000170696
0.1076,186,779.991,4.194,0.000156017
0.1078,193,809.635,4.194,0.000161888
0.108,202,847.1879,4.194,0.000169438
0.1082,201.5,845.0909,4.194,0.000169018
0.1084,191,800.9585,4.194,0.000160211
0.1086,178.5,748.8076,4.194,0.000149726
0.1088,164,687.816,4.194,0.000137563
0.109,162,679.347,4.194,0.000135886
0.1092,161,675.1535,4.194,0.000135047
0.1094,178,746.532,4.194,0.000149306
0.1096,206.5,866.061,4.194,0.000173212
0.1098,206.5,865.9578,4.194,0.000173212
0.11,201,842.994,4.194,0.000168599
0.1102,183,767.4105,4.194,0.0001535
0.1104,203,851.2805,4.194,0.000170276
0.1106,206.5,865.9578,4.194,0.000173212
0.1108,208,872.5601,4.194,0.00017447
0.111,183,767.2275,4.194,0.0001535
0.1112,207.5,870.1512,4.194,0.000174051
0.1114,202,847.1879,4.194,0.000169438
0.1116,204.5,857.673,4.194,0.000171535
0.1118,184,771.604,4.194,0.000154339
0.112,199,834.5065,4.194,0.000166921
0.1122,205,859.6675,4.194,0.000171954
0.1124,208,872.5601,4.194,0.00017447
0.1126,187.5,786.2812,4.194,0.000157275
0.1128,196.5,824.0228,4.194,0.000164824
0.113,204.5,857.5707,4.194,0.000171535
0.1132,205,859.6675,4.194,0.000171954
0.1134,189.5,794.6683,4.194,0.000158953
0.1136,192,805.152,4.194,0.00016105
0.1138,205,859.77,4.194,0.000171954
0.114,206,863.861,4.194,0.000172793
0.1142,192.5,807.345,4.194,0.000161469
0.1144,189.5,794.6683,4.194,0.000158953
0.1146,204.5,857.5707,4.194,0.000171535
0.1148,205.5,861.7643,4.194,0.000172373
0.115,196.5,824.121,4.194,0.000164824
0.1152,186.5,781.9012,4.194,0.000156436
0.1154,205,859.6675,4.194,0.000171954
0.1156,205,859.6675,4.194,0.000171954
0.1158,198.5,832.4097,4.194,0.000166502
0.116,184,771.42,4.194,0.000154339
0.1162,203.5,853.3773,4.194,0.000170696
0.1164,205,859.975,4.194,0.000171954
0.1166,201,843.195,4.194,0.000168599
0.1168,182.5,765.1313,4.194,0.000153081
0.117,212.5,891.1188,4.194,0.000178245
0.1172,226.5,949.8278,4.194,0.000189988
0.1174,225.5,945.6343,4.194,0.000189149
0.1176,205,859.6675,4.194,0.000171954
0.1178,224,939.344,4.194,0.000187891
0.118,227,951.9245,4.194,0.000190408
0.1182,226.5,949.8278,4.194,0.000189988
0.1184,206.5,865.7513,4.194,0.000173212
0.1186,221.5,928.8602,4.194,0.000185794
0.1188,232,972.892,4.194,0.000194602
0.119,229.5,962.5229,4.194,0.000192505
0.1192,214.5,899.5057,4.194,0.000179923
0.1194,225.5,945.6343,4.194,0.000189149
0.1196,234.5,983.3757,4.194,0.000196699
0.1198,231,968.6985,4.194,0.000193763
0.12,214.5,899.613,4.194,0.000179923
0.1202,217,909.9895,4.194,0.00018202
0.1204,230,964.505,4.194,0.000192924
0.1206,234,981.279,4.194,0.000196279
0.1208,220.5,924.6667,4.194,0.000184955
0.121,218,914.2919,4.194,0.000182858
0.1212,234,981.279,4.194,0.000196279
0.1214,234,981.279,4.194,0.000196279
0.1216,224,939.344,4.194,0.000187891
0.1218,216,905.9039,4.194,0.000181181
0.122,230.5,966.7169,4.194,0.000193343
0.1222,209.5,878.5383,4.194,0.000175729
0.1224,198.5,832.4097,4.194,0.000166502
0.1226,184,771.604,4.194,0.000154339
0.1228,204.5,857.5707,4.194,0.000171535
0.123,205,859.6675,4.194,0.000171954
0.1232,201.5,845.0909,4.194,0.000169018
